collection1,,,,,
Number,Name,NameLink,Type1,Egg1,Egg1num
685,Slurpuff,http://bulbapedia.bulbagarden.net/wiki/Slurpuff_(Pok%C3%A9mon),Fairy,Fairy,6
686,Inkay,http://bulbapedia.bulbagarden.net/wiki/Inkay_(Pok%C3%A9mon),Dark,Water 1,2
687,Malamar,http://bulbapedia.bulbagarden.net/wiki/Malamar_(Pok%C3%A9mon),Dark,Water 1,2
688,Binacle,http://bulbapedia.bulbagarden.net/wiki/Binacle_(Pok%C3%A9mon),Rock,Water 1,2
689,Barbaracle,http://bulbapedia.bulbagarden.net/wiki/Barbaracle_(Pok%C3%A9mon),Rock,Water 1,2
690,Skrelp,http://bulbapedia.bulbagarden.net/wiki/Skrelp_(Pok%C3%A9mon),Poison,Water 1,2
691,Dragalge,http://bulbapedia.bulbagarden.net/wiki/Dragalge_(Pok%C3%A9mon),Poison,Water 1,2
692,Clauncher,http://bulbapedia.bulbagarden.net/wiki/Clauncher_(Pok%C3%A9mon),Water,Water 1,2
693,Clawitzer,http://bulbapedia.bulbagarden.net/wiki/Clawitzer_(Pok%C3%A9mon),Water,Water 1,2
694,Helioptile,http://bulbapedia.bulbagarden.net/wiki/Helioptile_(Pok%C3%A9mon),Electric,Monster,1
695,Heliolisk,http://bulbapedia.bulbagarden.net/wiki/Heliolisk_(Pok%C3%A9mon),Electric,Monster,1
696,Tyrunt,http://bulbapedia.bulbagarden.net/wiki/Tyrunt_(Pok%C3%A9mon),Rock,Monster,1
697,Tyrantrum,http://bulbapedia.bulbagarden.net/wiki/Tyrantrum_(Pok%C3%A9mon),Rock,Monster,1
698,Amaura,http://bulbapedia.bulbagarden.net/wiki/Amaura_(Pok%C3%A9mon),Rock,Monster,1
699,Aurorus,http://bulbapedia.bulbagarden.net/wiki/Aurorus_(Pok%C3%A9mon),Rock,Monster,1
700,Sylveon,http://bulbapedia.bulbagarden.net/wiki/Sylveon_(Pok%C3%A9mon),Fairy,Field,5
701,Hawlucha,http://bulbapedia.bulbagarden.net/wiki/Hawlucha_(Pok%C3%A9mon),Fighting,Human-Like,8
702,Dedenne,http://bulbapedia.bulbagarden.net/wiki/Dedenne_(Pok%C3%A9mon),Electric,Field,5
703,Carbink,http://bulbapedia.bulbagarden.net/wiki/Carbink_(Pok%C3%A9mon),Rock,Fairy,6
704,Goomy,http://bulbapedia.bulbagarden.net/wiki/Goomy_(Pok%C3%A9mon),Dragon,Dragon,14
705,Sliggoo,http://bulbapedia.bulbagarden.net/wiki/Sliggoo_(Pok%C3%A9mon),Dragon,Dragon,14
706,Goodra,http://bulbapedia.bulbagarden.net/wiki/Goodra_(Pok%C3%A9mon),Dragon,Dragon,14
707,Klefki,http://bulbapedia.bulbagarden.net/wiki/Klefki_(Pok%C3%A9mon),Steel,Mineral,10
708,Phantump,http://bulbapedia.bulbagarden.net/wiki/Phantump_(Pok%C3%A9mon),Ghost,Grass,7
709,Trevenant,http://bulbapedia.bulbagarden.net/wiki/Trevenant_(Pok%C3%A9mon),Ghost,Grass,7
710,Pumpkaboo,http://bulbapedia.bulbagarden.net/wiki/Pumpkaboo_(Pok%C3%A9mon),Ghost,Amorphous,11
711,Gourgeist,http://bulbapedia.bulbagarden.net/wiki/Gourgeist_(Pok%C3%A9mon),Ghost,Amorphous,11
712,Bergmite,http://bulbapedia.bulbagarden.net/wiki/Bergmite_(Pok%C3%A9mon),Ice,Monster,1
713,Avalugg,http://bulbapedia.bulbagarden.net/wiki/Avalugg_(Pok%C3%A9mon),Ice,Monster,1
714,Noibat,http://bulbapedia.bulbagarden.net/wiki/Noibat_(Pok%C3%A9mon),Flying,Flying,4
715,Noivern,http://bulbapedia.bulbagarden.net/wiki/Noivern_(Pok%C3%A9mon),Flying,Flying,4
716,Xerneas,http://bulbapedia.bulbagarden.net/wiki/Xerneas_(Pok%C3%A9mon),Fairy,Undiscovered,15
717,Yveltal,http://bulbapedia.bulbagarden.net/wiki/Yveltal_(Pok%C3%A9mon),Dark,Undiscovered,15
718,Zygarde,http://bulbapedia.bulbagarden.net/wiki/Zygarde_(Pok%C3%A9mon),Dragon,Undiscovered,15
