collection1,,,,
Number,Name,NameLink,Egg1,Egg1Link
473,Mamoswine,http://bulbapedia.bulbagarden.net/wiki/Mamoswine_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
474,Porygon-Z,http://bulbapedia.bulbagarden.net/wiki/Porygon-Z_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
475,Gallade,http://bulbapedia.bulbagarden.net/wiki/Gallade_(Pok%C3%A9mon),Amorphous,http://bulbapedia.bulbagarden.net/wiki/Amorphous_(Egg_Group)
476,Probopass,http://bulbapedia.bulbagarden.net/wiki/Probopass_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
477,Dusknoir,http://bulbapedia.bulbagarden.net/wiki/Dusknoir_(Pok%C3%A9mon),Amorphous,http://bulbapedia.bulbagarden.net/wiki/Amorphous_(Egg_Group)
478,Froslass,http://bulbapedia.bulbagarden.net/wiki/Froslass_(Pok%C3%A9mon),Fairy,http://bulbapedia.bulbagarden.net/wiki/Fairy_(Egg_Group)
479,Rotom,http://bulbapedia.bulbagarden.net/wiki/Rotom_(Pok%C3%A9mon),Amorphous,http://bulbapedia.bulbagarden.net/wiki/Amorphous_(Egg_Group)
480,Uxie,http://bulbapedia.bulbagarden.net/wiki/Uxie_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
481,Mesprit,http://bulbapedia.bulbagarden.net/wiki/Mesprit_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
482,Azelf,http://bulbapedia.bulbagarden.net/wiki/Azelf_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
483,Dialga,http://bulbapedia.bulbagarden.net/wiki/Dialga_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
484,Palkia,http://bulbapedia.bulbagarden.net/wiki/Palkia_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
485,Heatran,http://bulbapedia.bulbagarden.net/wiki/Heatran_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
486,Regigigas,http://bulbapedia.bulbagarden.net/wiki/Regigigas_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
487,Giratina,http://bulbapedia.bulbagarden.net/wiki/Giratina_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
488,Cresselia,http://bulbapedia.bulbagarden.net/wiki/Cresselia_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
489,Phione,http://bulbapedia.bulbagarden.net/wiki/Phione_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
490,Manaphy,http://bulbapedia.bulbagarden.net/wiki/Manaphy_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
491,Darkrai,http://bulbapedia.bulbagarden.net/wiki/Darkrai_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
492,Shaymin,http://bulbapedia.bulbagarden.net/wiki/Shaymin_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
493,Arceus,http://bulbapedia.bulbagarden.net/wiki/Arceus_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
494,Victini,http://bulbapedia.bulbagarden.net/wiki/Victini_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
495,Snivy,http://bulbapedia.bulbagarden.net/wiki/Snivy_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
496,Servine,http://bulbapedia.bulbagarden.net/wiki/Servine_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
497,Serperior,http://bulbapedia.bulbagarden.net/wiki/Serperior_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
498,Tepig,http://bulbapedia.bulbagarden.net/wiki/Tepig_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
499,Pignite,http://bulbapedia.bulbagarden.net/wiki/Pignite_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
500,Emboar,http://bulbapedia.bulbagarden.net/wiki/Emboar_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
501,Oshawott,http://bulbapedia.bulbagarden.net/wiki/Oshawott_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
502,Dewott,http://bulbapedia.bulbagarden.net/wiki/Dewott_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
503,Samurott,http://bulbapedia.bulbagarden.net/wiki/Samurott_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
504,Patrat,http://bulbapedia.bulbagarden.net/wiki/Patrat_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
505,Watchog,http://bulbapedia.bulbagarden.net/wiki/Watchog_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
506,Lillipup,http://bulbapedia.bulbagarden.net/wiki/Lillipup_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
507,Herdier,http://bulbapedia.bulbagarden.net/wiki/Herdier_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
508,Stoutland,http://bulbapedia.bulbagarden.net/wiki/Stoutland_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
509,Purrloin,http://bulbapedia.bulbagarden.net/wiki/Purrloin_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
510,Liepard,http://bulbapedia.bulbagarden.net/wiki/Liepard_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
511,Pansage,http://bulbapedia.bulbagarden.net/wiki/Pansage_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
512,Simisage,http://bulbapedia.bulbagarden.net/wiki/Simisage_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
513,Pansear,http://bulbapedia.bulbagarden.net/wiki/Pansear_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
514,Simisear,http://bulbapedia.bulbagarden.net/wiki/Simisear_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
515,Panpour,http://bulbapedia.bulbagarden.net/wiki/Panpour_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
516,Simipour,http://bulbapedia.bulbagarden.net/wiki/Simipour_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
517,Munna,http://bulbapedia.bulbagarden.net/wiki/Munna_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
518,Musharna,http://bulbapedia.bulbagarden.net/wiki/Musharna_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
519,Pidove,http://bulbapedia.bulbagarden.net/wiki/Pidove_(Pok%C3%A9mon),Flying,http://bulbapedia.bulbagarden.net/wiki/Flying_(Egg_Group)
520,Tranquill,http://bulbapedia.bulbagarden.net/wiki/Tranquill_(Pok%C3%A9mon),Flying,http://bulbapedia.bulbagarden.net/wiki/Flying_(Egg_Group)
521,Unfezant,http://bulbapedia.bulbagarden.net/wiki/Unfezant_(Pok%C3%A9mon),Flying,http://bulbapedia.bulbagarden.net/wiki/Flying_(Egg_Group)
522,Blitzle,http://bulbapedia.bulbagarden.net/wiki/Blitzle_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
523,Zebstrika,http://bulbapedia.bulbagarden.net/wiki/Zebstrika_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
524,Roggenrola,http://bulbapedia.bulbagarden.net/wiki/Roggenrola_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
525,Boldore,http://bulbapedia.bulbagarden.net/wiki/Boldore_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
526,Gigalith,http://bulbapedia.bulbagarden.net/wiki/Gigalith_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
527,Woobat,http://bulbapedia.bulbagarden.net/wiki/Woobat_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
528,Swoobat,http://bulbapedia.bulbagarden.net/wiki/Swoobat_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
529,Drilbur,http://bulbapedia.bulbagarden.net/wiki/Drilbur_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
530,Excadrill,http://bulbapedia.bulbagarden.net/wiki/Excadrill_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
531,Audino,http://bulbapedia.bulbagarden.net/wiki/Audino_(Pok%C3%A9mon),Fairy,http://bulbapedia.bulbagarden.net/wiki/Fairy_(Egg_Group)
532,Timburr,http://bulbapedia.bulbagarden.net/wiki/Timburr_(Pok%C3%A9mon),Human-Like,http://bulbapedia.bulbagarden.net/wiki/Human-Like_(Egg_Group)
533,Gurdurr,http://bulbapedia.bulbagarden.net/wiki/Gurdurr_(Pok%C3%A9mon),Human-Like,http://bulbapedia.bulbagarden.net/wiki/Human-Like_(Egg_Group)
534,Conkeldurr,http://bulbapedia.bulbagarden.net/wiki/Conkeldurr_(Pok%C3%A9mon),Human-Like,http://bulbapedia.bulbagarden.net/wiki/Human-Like_(Egg_Group)
535,Tympole,http://bulbapedia.bulbagarden.net/wiki/Tympole_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
536,Palpitoad,http://bulbapedia.bulbagarden.net/wiki/Palpitoad_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
537,Seismitoad,http://bulbapedia.bulbagarden.net/wiki/Seismitoad_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
538,Throh,http://bulbapedia.bulbagarden.net/wiki/Throh_(Pok%C3%A9mon),Human-Like,http://bulbapedia.bulbagarden.net/wiki/Human-Like_(Egg_Group)
539,Sawk,http://bulbapedia.bulbagarden.net/wiki/Sawk_(Pok%C3%A9mon),Human-Like,http://bulbapedia.bulbagarden.net/wiki/Human-Like_(Egg_Group)
540,Sewaddle,http://bulbapedia.bulbagarden.net/wiki/Sewaddle_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
541,Swadloon,http://bulbapedia.bulbagarden.net/wiki/Swadloon_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
542,Leavanny,http://bulbapedia.bulbagarden.net/wiki/Leavanny_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
543,Venipede,http://bulbapedia.bulbagarden.net/wiki/Venipede_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
544,Whirlipede,http://bulbapedia.bulbagarden.net/wiki/Whirlipede_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
545,Scolipede,http://bulbapedia.bulbagarden.net/wiki/Scolipede_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
546,Cottonee,http://bulbapedia.bulbagarden.net/wiki/Cottonee_(Pok%C3%A9mon),Grass,http://bulbapedia.bulbagarden.net/wiki/Grass_(Egg_Group)
547,Whimsicott,http://bulbapedia.bulbagarden.net/wiki/Whimsicott_(Pok%C3%A9mon),Grass,http://bulbapedia.bulbagarden.net/wiki/Grass_(Egg_Group)
548,Petilil,http://bulbapedia.bulbagarden.net/wiki/Petilil_(Pok%C3%A9mon),Grass,http://bulbapedia.bulbagarden.net/wiki/Grass_(Egg_Group)
549,Lilligant,http://bulbapedia.bulbagarden.net/wiki/Lilligant_(Pok%C3%A9mon),Grass,http://bulbapedia.bulbagarden.net/wiki/Grass_(Egg_Group)
550,Basculin,http://bulbapedia.bulbagarden.net/wiki/Basculin_(Pok%C3%A9mon),Water 2,http://bulbapedia.bulbagarden.net/wiki/Water_2_(Egg_Group)
551,Sandile,http://bulbapedia.bulbagarden.net/wiki/Sandile_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
552,Krokorok,http://bulbapedia.bulbagarden.net/wiki/Krokorok_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
553,Krookodile,http://bulbapedia.bulbagarden.net/wiki/Krookodile_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
554,Darumaka,http://bulbapedia.bulbagarden.net/wiki/Darumaka_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
555,Darmanitan,http://bulbapedia.bulbagarden.net/wiki/Darmanitan_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
556,Maractus,http://bulbapedia.bulbagarden.net/wiki/Maractus_(Pok%C3%A9mon),Grass,http://bulbapedia.bulbagarden.net/wiki/Grass_(Egg_Group)
557,Dwebble,http://bulbapedia.bulbagarden.net/wiki/Dwebble_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
558,Crustle,http://bulbapedia.bulbagarden.net/wiki/Crustle_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
559,Scraggy,http://bulbapedia.bulbagarden.net/wiki/Scraggy_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
560,Scrafty,http://bulbapedia.bulbagarden.net/wiki/Scrafty_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
561,Sigilyph,http://bulbapedia.bulbagarden.net/wiki/Sigilyph_(Pok%C3%A9mon),Flying,http://bulbapedia.bulbagarden.net/wiki/Flying_(Egg_Group)
562,Yamask,http://bulbapedia.bulbagarden.net/wiki/Yamask_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
563,Cofagrigus,http://bulbapedia.bulbagarden.net/wiki/Cofagrigus_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
564,Tirtouga,http://bulbapedia.bulbagarden.net/wiki/Tirtouga_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
565,Carracosta,http://bulbapedia.bulbagarden.net/wiki/Carracosta_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
566,Archen,http://bulbapedia.bulbagarden.net/wiki/Archen_(Pok%C3%A9mon),Flying,http://bulbapedia.bulbagarden.net/wiki/Flying_(Egg_Group)
567,Archeops,http://bulbapedia.bulbagarden.net/wiki/Archeops_(Pok%C3%A9mon),Flying,http://bulbapedia.bulbagarden.net/wiki/Flying_(Egg_Group)
568,Trubbish,http://bulbapedia.bulbagarden.net/wiki/Trubbish_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
569,Garbodor,http://bulbapedia.bulbagarden.net/wiki/Garbodor_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
570,Zorua,http://bulbapedia.bulbagarden.net/wiki/Zorua_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
571,Zoroark,http://bulbapedia.bulbagarden.net/wiki/Zoroark_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
572,Minccino,http://bulbapedia.bulbagarden.net/wiki/Minccino_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
573,Cinccino,http://bulbapedia.bulbagarden.net/wiki/Cinccino_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
574,Gothita,http://bulbapedia.bulbagarden.net/wiki/Gothita_(Pok%C3%A9mon),Human-Like,http://bulbapedia.bulbagarden.net/wiki/Human-Like_(Egg_Group)
575,Gothorita,http://bulbapedia.bulbagarden.net/wiki/Gothorita_(Pok%C3%A9mon),Human-Like,http://bulbapedia.bulbagarden.net/wiki/Human-Like_(Egg_Group)
576,Gothitelle,http://bulbapedia.bulbagarden.net/wiki/Gothitelle_(Pok%C3%A9mon),Human-Like,http://bulbapedia.bulbagarden.net/wiki/Human-Like_(Egg_Group)
577,Solosis,http://bulbapedia.bulbagarden.net/wiki/Solosis_(Pok%C3%A9mon),Amorphous,http://bulbapedia.bulbagarden.net/wiki/Amorphous_(Egg_Group)
578,Duosion,http://bulbapedia.bulbagarden.net/wiki/Duosion_(Pok%C3%A9mon),Amorphous,http://bulbapedia.bulbagarden.net/wiki/Amorphous_(Egg_Group)
579,Reuniclus,http://bulbapedia.bulbagarden.net/wiki/Reuniclus_(Pok%C3%A9mon),Amorphous,http://bulbapedia.bulbagarden.net/wiki/Amorphous_(Egg_Group)
580,Ducklett,http://bulbapedia.bulbagarden.net/wiki/Ducklett_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
581,Swanna,http://bulbapedia.bulbagarden.net/wiki/Swanna_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
582,Vanillite,http://bulbapedia.bulbagarden.net/wiki/Vanillite_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
583,Vanillish,http://bulbapedia.bulbagarden.net/wiki/Vanillish_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
584,Vanilluxe,http://bulbapedia.bulbagarden.net/wiki/Vanilluxe_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
585,Deerling,http://bulbapedia.bulbagarden.net/wiki/Deerling_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
586,Sawsbuck,http://bulbapedia.bulbagarden.net/wiki/Sawsbuck_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
587,Emolga,http://bulbapedia.bulbagarden.net/wiki/Emolga_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
588,Karrablast,http://bulbapedia.bulbagarden.net/wiki/Karrablast_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
589,Escavalier,http://bulbapedia.bulbagarden.net/wiki/Escavalier_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
590,Foongus,http://bulbapedia.bulbagarden.net/wiki/Foongus_(Pok%C3%A9mon),Grass,http://bulbapedia.bulbagarden.net/wiki/Grass_(Egg_Group)
591,Amoonguss,http://bulbapedia.bulbagarden.net/wiki/Amoonguss_(Pok%C3%A9mon),Grass,http://bulbapedia.bulbagarden.net/wiki/Grass_(Egg_Group)
592,Frillish,http://bulbapedia.bulbagarden.net/wiki/Frillish_(Pok%C3%A9mon),Amorphous,http://bulbapedia.bulbagarden.net/wiki/Amorphous_(Egg_Group)
593,Jellicent,http://bulbapedia.bulbagarden.net/wiki/Jellicent_(Pok%C3%A9mon),Amorphous,http://bulbapedia.bulbagarden.net/wiki/Amorphous_(Egg_Group)
594,Alomomola,http://bulbapedia.bulbagarden.net/wiki/Alomomola_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
595,Joltik,http://bulbapedia.bulbagarden.net/wiki/Joltik_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
596,Galvantula,http://bulbapedia.bulbagarden.net/wiki/Galvantula_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
597,Ferroseed,http://bulbapedia.bulbagarden.net/wiki/Ferroseed_(Pok%C3%A9mon),Grass,http://bulbapedia.bulbagarden.net/wiki/Grass_(Egg_Group)
598,Ferrothorn,http://bulbapedia.bulbagarden.net/wiki/Ferrothorn_(Pok%C3%A9mon),Grass,http://bulbapedia.bulbagarden.net/wiki/Grass_(Egg_Group)
599,Klink,http://bulbapedia.bulbagarden.net/wiki/Klink_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
600,Klang,http://bulbapedia.bulbagarden.net/wiki/Klang_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
601,Klinklang,http://bulbapedia.bulbagarden.net/wiki/Klinklang_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
602,Tynamo,http://bulbapedia.bulbagarden.net/wiki/Tynamo_(Pok%C3%A9mon),Amorphous,http://bulbapedia.bulbagarden.net/wiki/Amorphous_(Egg_Group)
603,Eelektrik,http://bulbapedia.bulbagarden.net/wiki/Eelektrik_(Pok%C3%A9mon),Amorphous,http://bulbapedia.bulbagarden.net/wiki/Amorphous_(Egg_Group)
604,Eelektross,http://bulbapedia.bulbagarden.net/wiki/Eelektross_(Pok%C3%A9mon),Amorphous,http://bulbapedia.bulbagarden.net/wiki/Amorphous_(Egg_Group)
605,Elgyem,http://bulbapedia.bulbagarden.net/wiki/Elgyem_(Pok%C3%A9mon),Human-Like,http://bulbapedia.bulbagarden.net/wiki/Human-Like_(Egg_Group)
606,Beheeyem,http://bulbapedia.bulbagarden.net/wiki/Beheeyem_(Pok%C3%A9mon),Human-Like,http://bulbapedia.bulbagarden.net/wiki/Human-Like_(Egg_Group)
607,Litwick,http://bulbapedia.bulbagarden.net/wiki/Litwick_(Pok%C3%A9mon),Amorphous,http://bulbapedia.bulbagarden.net/wiki/Amorphous_(Egg_Group)
608,Lampent,http://bulbapedia.bulbagarden.net/wiki/Lampent_(Pok%C3%A9mon),Amorphous,http://bulbapedia.bulbagarden.net/wiki/Amorphous_(Egg_Group)
609,Chandelure,http://bulbapedia.bulbagarden.net/wiki/Chandelure_(Pok%C3%A9mon),Amorphous,http://bulbapedia.bulbagarden.net/wiki/Amorphous_(Egg_Group)
610,Axew,http://bulbapedia.bulbagarden.net/wiki/Axew_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
611,Fraxure,http://bulbapedia.bulbagarden.net/wiki/Fraxure_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
612,Haxorus,http://bulbapedia.bulbagarden.net/wiki/Haxorus_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
613,Cubchoo,http://bulbapedia.bulbagarden.net/wiki/Cubchoo_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
614,Beartic,http://bulbapedia.bulbagarden.net/wiki/Beartic_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
615,Cryogonal,http://bulbapedia.bulbagarden.net/wiki/Cryogonal_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
616,Shelmet,http://bulbapedia.bulbagarden.net/wiki/Shelmet_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
617,Accelgor,http://bulbapedia.bulbagarden.net/wiki/Accelgor_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
618,Stunfisk,http://bulbapedia.bulbagarden.net/wiki/Stunfisk_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
619,Mienfoo,http://bulbapedia.bulbagarden.net/wiki/Mienfoo_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
620,Mienshao,http://bulbapedia.bulbagarden.net/wiki/Mienshao_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
621,Druddigon,http://bulbapedia.bulbagarden.net/wiki/Druddigon_(Pok%C3%A9mon),Dragon,http://bulbapedia.bulbagarden.net/wiki/Dragon_(Egg_Group)
622,Golett,http://bulbapedia.bulbagarden.net/wiki/Golett_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
623,Golurk,http://bulbapedia.bulbagarden.net/wiki/Golurk_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
624,Pawniard,http://bulbapedia.bulbagarden.net/wiki/Pawniard_(Pok%C3%A9mon),Human-Like,http://bulbapedia.bulbagarden.net/wiki/Human-Like_(Egg_Group)
625,Bisharp,http://bulbapedia.bulbagarden.net/wiki/Bisharp_(Pok%C3%A9mon),Human-Like,http://bulbapedia.bulbagarden.net/wiki/Human-Like_(Egg_Group)
626,Bouffalant,http://bulbapedia.bulbagarden.net/wiki/Bouffalant_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
627,Rufflet,http://bulbapedia.bulbagarden.net/wiki/Rufflet_(Pok%C3%A9mon),Flying,http://bulbapedia.bulbagarden.net/wiki/Flying_(Egg_Group)
628,Braviary,http://bulbapedia.bulbagarden.net/wiki/Braviary_(Pok%C3%A9mon),Flying,http://bulbapedia.bulbagarden.net/wiki/Flying_(Egg_Group)
629,Vullaby,http://bulbapedia.bulbagarden.net/wiki/Vullaby_(Pok%C3%A9mon),Flying,http://bulbapedia.bulbagarden.net/wiki/Flying_(Egg_Group)
630,Mandibuzz,http://bulbapedia.bulbagarden.net/wiki/Mandibuzz_(Pok%C3%A9mon),Flying,http://bulbapedia.bulbagarden.net/wiki/Flying_(Egg_Group)
